name	logFC	ave_exp	P.Value_reg1__vs__NT	minus_log_pval	TFDatabase
DCP1A	-1.265929801	23.27605696	0.118563275	0.9260498129512501	absent
ANP32A	-1.27391454	24.24552802	0.016775637	1.7753209799319927	absent
ANXA2	-1.287207047	25.794579	0.009950488	2.0021556197055186	absent
STIP1	-1.291708754	23.00782973	0.074903034	1.1255005905412334	absent
LASP1	-1.292776652	24.04015734	0.024475549	1.6112675579519333	absent
SEC16A	-1.301976523	26.08244967	9.90397e-4	3.004190683838314	absent
ALDOA	-1.308952886	25.97357356	0.062778372	1.2021899508306881	absent
EIF1AX	-1.3119242	25.42621563	0.012257907	1.9115836779374111	absent
CKB	-1.317738735	24.37116005	0.046312426	1.3343024686105742	absent
TBK1	-1.32541607	23.17548766	0.016876297	1.7727228402274562	absent
RAB35	-1.327811717	21.58982739	0.060817298	1.2159728786633948	absent
CSTF2	-1.34101119	26.01613699	0.005472668	2.261800897580394	absent
TK1	-1.352976272	22.06643693	0.00665966	2.176547942585416	absent
PDCD5	-1.360228605	23.65931087	0.006893858	2.1615376664533925	absent
TNKS1BP1	-1.364741762	24.78166232	0.013539993	1.8683815601754061	absent
MTHFD1	-1.36512966	25.14261265	0.074601345	1.1272533424896305	absent
MAPK1	-1.366522607	24.4670804	0.046679049	1.3308780004899807	absent
EIF4A2	-1.38004782	24.00177501	0.009392837	2.027203214192197	absent
CENPF	-1.383173166	24.97250697	0.001025615	2.9890156360608366	absent
ALDH3A2	-1.384292732	23.42271613	0.023466116	1.629558786811955	absent
PTPRF	-1.386112413	23.0331539	0.00134794	2.87032943884584	absent
FOXF2	-1.391881032	21.33273164	0.097700202	1.0101045383549767	absent
MMS19	-1.401833609	22.14624972	0.003496278	2.4563940425519717	absent
VAPB	-1.406062741	25.72281051	0.008204786	2.085932741878548	absent
CNN3	-1.407604283	27.55484439	1.47915e-4	3.8299877821430317	absent
MPP2	-1.422452567	23.17660213	0.007761433	2.110058087177755	absent
EYA3	-1.430958757	23.99887351	0.007794454	2.108214301654382	absent
RNPC3	-1.448395749	23.62753033	0.16108237	0.7929519892561245	absent
CDC42	-1.473479207	24.15590124	0.013612413	1.8660648829012314	absent
CHTF18	-1.491926401	22.15471724	0.00520242	2.2837945894105562	absent
TBC1D9B	-1.504646036	23.97069911	0.117359566	0.9304815051988028	absent
POLD1	-1.512797672	26.75579502	9.72e-6	5.012333735073725	absent
PYGL	-1.518324063	22.949074070000002	0.017246108	1.7633088985521432	absent
CCNK	-1.523002289	24.1244905	0.035503183	1.449732708990904	absent
RPS29	-1.533454108	24.34874572	0.00985108	2.0065161540375582	absent
AKAP9	-1.574254479	22.96266484	0.001623544	2.7895359369743744	absent
PCMT1	-1.603121145	22.85680662	0.0060497220000000004	2.2182645818169426	absent
NEMF	-1.626911892	24.06765527	0.027224927	1.565033276073186	absent
SCRIB	-1.662400989	26.53988196	0.002405796	2.618741201530864	absent
RHOA	-1.695956291	23.79704363	0.007678547	2.1147209530912563	absent
ZNF703	-1.702581143	25.49741275	0.05106501	1.291876578708894	absent
HIP1	-1.727243803	22.94768842	0.049875822	1.3021099336686572	absent
TES	-1.734541863	24.06729797	0.015314743	1.8148902867854757	absent
SNTB2	-1.735929347	24.59270571	2.57358e-4	3.589462327115174	absent
CCP110	-1.77984419	22.15249979	0.001414967	2.8492536886803443	absent
SUN2	-1.781676295	27.03725992	0.00141398	2.8495567333616556	absent
SYNE2	-1.794217442	28.56547717	0.002037538	2.6908942829382094	absent
NRDE2	-1.803494975	23.68145591	0.00253043	2.596805672199975	absent
GPATCH8	-1.807482667	24.89450626	8.13664e-4	3.089554898637807	absent
SUMO2	-1.859809997	24.44441041	0.077662227	1.1097901600178364	absent
FOXK1	-1.860552658	23.23965151	0.00639121	2.1944169123305173	absent
ST13P4	-1.87892646	23.98793239	5.52e-5	4.2580609222708015	absent
RXRB	-1.934147531	22.38352025	0.015328874	1.8144897455726818	absent
PPP1R8	-1.951184837	23.18109904	0.039399391	1.404510491052181	absent
MTCH2	-2.130024551	24.45399052	0.01109121	1.955021071735651	absent
ZDHHC5	-2.13659415	23.30453843	0.002775808	2.5566105769146876	absent
LSR	-2.161579224	25.58997535	4.55453e-4	3.34155643294741	absent
FAM50A	-2.162332283	25.26713422	0.008948204	2.048264123472994	absent
UTRN	-2.168522768	24.27401398	0.003603727	2.4432481163845083	absent
XPR1	-2.17126256	22.85392532	0.001869852	2.7281927667934376	absent
TRIP6	-2.28501919	22.25060039	5.81718e-4	3.2352874976942774	absent
USP9X	-2.342930235	25.46628477	0.006641101	2.1777599148207667	absent
AKAP8L	-2.534964854	24.17954858	2.55285e-4	3.592974702659954	absent
NF2	-2.67462926	25.58071377	0.008278885	2.082028150045369	absent
RAP1B	-2.768258491	25.919365289999998	0.030610405	1.5141309243032994	absent
SNAP29	-2.946318306	24.59023403	2.73e-6	5.5638373529592435	absent
CCDC142	-3.122985195	26.10513878	0.101989729	0.9914435621912502	absent
