name	logFC	ave_exp	P.Value_reg1__vs__NT	minus_log_pval	TFDatabase
PWWP2A	-0.382886396	22.4887349	0.407626544	0.3897375431705678	absent
TSR1	-0.383751825	23.22072467	0.352979906	0.4522500168833003	absent
ILK	-0.383897719	24.19210264	0.241043211	0.6179050959451665	absent
PRPF4B	-0.383980657	29.56766875	0.074561008	1.1274882293305957	absent
SPAST	-0.38428722	24.54983192	0.416058712	0.3808453797135347	absent
UACA	-0.384325258	23.06718348	0.474693049	0.32358712767293096	absent
HNRNPUL2	-0.384840864	30.53353975	0.001647438	2.783190920748851	absent
MOV10	-0.385389397	26.72880667	0.28777872	0.5409413234232555	absent
PUF60	-0.38562304	26.78857826	0.114808675	0.9400252951933618	absent
HNRNPF	-0.387102282	30.89138432	0.001714613	2.7658338878256257	absent
U2SURP	-0.388885788	32.03189262	0.008251442	2.0834701486720633	absent
MPP6	-0.38906292	24.48501352	0.513308574	0.2896214814828786	absent
KIF14	-0.391903349	28.54571819	0.19927733	0.7005421042894685	absent
EIF4G1	-0.392076343	28.02583818	0.120302151	0.9197266074142777	absent
TAF15	-0.392559288	32.36901329	0.024463643	1.6114788695814164	absent
FAM98B	-0.392979646	27.56223408	0.029642179	1.5280898744817484	absent
HTATSF1	-0.396895064	25.57620356	0.291394978	0.5355179372801064	absent
AKAP17A	-0.397916135	29.00929245	0.032841707	1.4835742778189156	absent
IRS4	-0.39836337	32.60643566	0.008316778	2.0800448909972853	absent
MEPCE	-0.399152847	25.03123367	0.394864098	0.40355235157442276	absent
KIAA1429	-0.399561237	29.04855483	0.01712483	1.7663737311014278	absent
RPSA	-0.400492398	26.39101377	0.333158037	0.47734970548559486	absent
PELP1	-0.402164174	29.41664184	3.56703e-4	3.4476932380741303	absent
TUBA1C	-0.402254496	24.42553088	0.495095317	0.3053111815470806	absent
SCAF1	-0.403034558	27.78901451	0.026455708	1.5774806115131832	absent
LARP7	-0.403981175	28.42197715	0.002472427	2.6068765223658517	absent
TRMT1L	-0.405581748	29.37534904	0.002914048	2.5355032988380115	absent
MYL6	-0.408353616	26.16837672	0.093147928	1.030826801188294	absent
PPIL2	-0.408959293	25.29768088	0.179674306	0.7455140239497314	absent
FLNA	-0.409160355	32.25780574	0.005260843	2.278944658714353	absent
PTK2	-0.409330019	22.25794394	0.281437789	0.5506175897288229	absent
KIF20B	-0.41211286	25.04983818	0.393437871	0.4051238386853033	absent
TARBP1	-0.412549522	24.29272952	0.308268128	0.5110713748818593	absent
CHD1L	-0.415210429	26.30573847	0.267905478	0.5720184060601423	absent
HSPA8	-0.415793992	30.80857961	3.63874e-4	3.4390489750813464	absent
LEMD2	-0.416698132	25.63699259	0.215452606	0.6666482485490404	absent
MYEF2	-0.416813532	25.04911143	0.450877021	0.34594189799838043	absent
VRK3	-0.416913605	22.82145326	0.468408361	0.32937536145672947	absent
PARD3	-0.417933057	23.95059899	0.336853066	0.472559495392135	absent
PSMD3	-0.418669537	24.43769154	0.228804581	0.6405352845857218	absent
APC	-0.418980357	23.6170853	0.433443536	0.36306746935450224	absent
EIF5	-0.420296689	26.02097522	0.248562813	0.6045638447890302	absent
DNM2	-0.421330116	26.15754775	0.095641672	1.019352840188775	absent
CPSF6	-0.421380147	29.59777681	0.014498304	1.8386827982147445	absent
PKP2	-0.421605394	27.99980716	0.168159972	0.7742773736293826	absent
PDCD6	-0.422086977	26.43960107	0.166288843	0.7791368883997268	absent
CPNE3	-0.42385067	24.16934614	0.408486207	0.388822603329659	absent
BLM	-0.424951159	28.9067123	0.00178285	2.748885194633204	absent
GLI3	-0.426113538	22.30188833	0.251964347	0.5986609076176584	absent
NCBP1	-0.426657325	27.845358740000002	0.119216565	0.9236633957009452	absent
UBE2S	-0.426942569	24.23397317	0.49762403	0.3030986559610896	absent
KMT2D	-0.426943272	23.0937781	0.262240147	0.581300820327607	absent
PRMT1	-0.427792568	26.77195849	0.040168836	1.3961107529360222	absent
HSPA1A	-0.427838298	31.31410635	0.01095277	1.960476032095023	absent
NBN	-0.428088931	25.87445385	0.145067858	0.8384288014805846	absent
SLC25A11	-0.429746596	26.22427662	0.055564937	1.2551991737227393	absent
PUM1	-0.431888988	29.64702155	0.038962136	1.4093572420504865	absent
FLOT2	-0.432000784	26.64434781	0.244891112	0.6110269767348256	absent
FLII	-0.433933876	25.67924482	0.590561971	0.22873452268859115	absent
ZC3HAV1	-0.43527455	29.83979094	0.007435392	2.128696130175095	absent
TROAP	-0.437931093	22.41098047	0.396057185	0.4022421036276636	absent
RTCA	-0.438151659	22.35024749	0.208638414	0.6806057272981847	absent
LLPH	-0.438170884	26.03022425	0.197740442	0.7039044994205648	absent
RBM15	-0.43820984	29.92554934	0.003116604	2.5063183762731818	absent
SON	-0.438694868	30.25042288	0.026663795	1.5740780383330888	absent
ZBTB40	-0.438949522	22.13067036	0.241627253	0.6168540834614518	absent
CNBP	-0.443176568	26.56259137	0.096309323	1.0163316699733371	absent
SPECC1	-0.443869482	23.47706824	0.461535878	0.3357945329657421	absent
MED14	-0.445102278	26.9179667	0.024783636	1.6058349780690646	absent
MPP5	-0.445544672	24.57258553	0.50528822	0.2964608265364222	absent
EYA4	-0.448501041	24.70056378	0.118615536	0.9258584243175828	absent
ELF2	-0.450038217	23.03246902	0.485502865	0.31380820293410316	absent
ZNF771	-0.455142333	22.93958045	0.31487757	0.5018582748101829	absent
CTNNA1	-0.456379259	27.82140524	0.03787115	1.4216915068392713	absent
ANP32E	-0.456829488	23.06222681	0.298103527	0.5256328855991164	absent
MACF1	-0.457193717	27.17076285	0.150532438	0.8223699045456682	absent
CNP	-0.458195938	23.29266709	0.405397361	0.3921190827443128	absent
RAB5C	-0.458689295	25.231734	0.151161035	0.8205601431293952	absent
RPL21	-0.458883259	30.76911007	0.005851126	2.232760549553694	absent
EXOSC7	-0.46106976	23.73165368	0.50433337	0.29728229512186155	absent
MGA	-0.462775451	27.12174863	0.08293472	1.0812636172461347	absent
XPO1	-0.466817551	28.7120419	0.001759905	2.754510774850235	absent
XRN1	-0.469821833	26.89530601	0.039724757	1.4009387507318323	absent
TTK	-0.470405006	22.96238492	0.518603562	0.28516450462869597	absent
MMTAG2	-0.470427984	28.01379709	0.033822746	1.470791135820633	absent
HNRNPH2	-0.472777329	30.26160991	3.96946e-4	3.40126857005586	absent
SAP130	-0.473250598	21.92053062	0.385952063	0.413466633326739	absent
IQGAP3	-0.474601236	27.8246395	0.046198666	1.3353705646430782	absent
CSNK2A1	-0.474649762	27.74564188	0.02865862	1.5427447260396685	absent
SRP68	-0.475289386	27.8701683	0.012780199	1.8934623837418567	absent
NUP153	-0.477544575	31.29836532	6.99e-5	4.1555228242543185	absent
GTF3C3	-0.477725848	28.65163001	0.001825391	2.7386440950680497	absent
GNB1	-0.478516329	24.6160032	0.310219364	0.5083310968645331	absent
CDC23	-0.479388038	23.73779907	0.417438838	0.3794071471622388	absent
HDLBP	-0.480300768	27.00007578	0.080330905	1.095117340290521	absent
SNX9	-0.480740519	24.70127912	0.266630358	0.5740904042046674	absent
LSM14A	-0.48268284	26.73181906	0.02301445	1.637999399428238	absent
RAVER1	-0.484982937	26.90047843	0.288800182	0.5394025374127489	absent
PPHLN1	-0.486304172	25.71162349	0.070081547	1.154396319994255	absent
PLS3	-0.489282173	26.58831029	0.067479843	1.1708259365202713	absent
CLASP1	-0.49204386	28.14803357	0.0218796	1.6599606219812346	absent
IKBKAP	-0.492308358	23.78990167	0.250732776	0.6007888909898107	absent
TJP1	-0.492334746	30.69175936	0.010390729	1.983353981839271	absent
NMD3	-0.494583715	24.63044539	0.230548619	0.637237474886672	absent
CASP8AP2	-0.495830009	23.71735893	0.326546071	0.4860555372999009	absent
SCAF4	-0.49610485	28.34265063	0.017456627	1.7580396676637382	absent
EMD	-0.49611492	29.77959021	0.00159784	2.796466711002028	absent
PLEKHA5	-0.496584857	25.58947364	0.060215012	1.2202952227620834	absent
NTHL1	-0.498565925	25.89149511	0.067478454	1.170834876097145	absent
DNAJC11	-0.499871574	23.87424216	0.552846163	0.25739570025918274	absent
NUP214	-0.500504362	28.91466993	0.001850111	2.732802214709771	absent
RPL13A	-0.50189664	31.06668449	9.7983e-4	3.008849267640456	absent
PPP1R9A	-0.502587079	23.27015547	0.298073001	0.5256773599208768	absent
SRFBP1	-0.504116213	25.11708076	0.503405245	0.29808226383197295	absent
TFG	-0.505581658	28.13608782	0.007729417	2.1118532619977706	absent
RBM42	-0.506936846	23.17960859	0.21379787	0.6699966258431174	absent
VTA1	-0.507888016	24.46877841	0.091263479	1.0397029797699773	absent
KAT2B	-0.508671857	23.55238957	0.128588036	0.8907994368619573	absent
DDX46	-0.509344525	29.61241778	0.001709008	2.767255904308097	absent
ASPM	-0.509757532	24.2402405	0.10785297	0.9671678910171486	absent
SMARCD3	-0.511936583	23.9699546	0.187472976	0.7270613264425572	absent
CTBP2	-0.513107722	27.5320739	0.099031522	1.0042265462946482	absent
NOC2L	-0.515552765	31.30385462	0.035543894	1.4492349949304684	absent
PRPF38A	-0.516965562	26.78663652	0.103000915	0.9871589172590425	absent
CHD6	-0.517512221	23.99391333	0.180827089	0.7427365090267416	absent
USP10	-0.519903685	27.4027857	0.120960795	0.9173553674862343	absent
PDCD6IP	-0.52028959	28.34432583	0.002276791	2.6426768339929527	absent
SLC25A22	-0.520940174	22.1351843	0.464099943	0.3333884849203085	absent
FLNB	-0.523914877	29.92815387	0.032348669	1.4901435838622739	absent
ABCE1	-0.523930965	27.05330769	0.055525706	1.2555059107631903	absent
NUDT21	-0.524644856	27.07878032	0.106889605	0.9710645278188095	absent
MIF	-0.532585708	25.3753186	0.037531233	1.4256071676332795	absent
RAC1	-0.533770196	28.25170438	0.223142449	0.651417804826669	absent
ALDH18A1	-0.534941499	29.74778998	0.00123423	2.908603901548182	absent
LUC7L2	-0.537208398	29.70933182	1.51414e-4	3.8198339673613844	absent
FEN1	-0.537806115	27.41649379	0.32151523	0.4927984499612244	absent
KIF2C	-0.537918522	26.4509029	0.074847515	1.125822614021034	absent
TPR	-0.539877184	27.26800761	0.058136651	1.2355499896641708	absent
NUP210	-0.541507123	30.15979066	1.22e-5	4.913640169325252	absent
LSM3	-0.541855221	24.8632147	0.06482295	1.188271208731623	absent
RBMXL1	-0.542874086	24.85311805	0.15110647	0.8207169398625568	absent
MORF4L2	-0.543218292	26.33572151	0.02885401	1.5397938220280947	absent
FUBP1	-0.543964099	31.13153246	0.001947912	2.710430666953128	absent
EPB41	-0.545287818	26.41607502	0.224206303	0.6493521824652112	absent
MAK16	-0.548032571	26.95477969	0.265032834	0.5767003194907598	absent
MMS22L	-0.548681037	24.54551825	0.167133874	0.7769355201822069	absent
CAPZA1	-0.554782931	25.19621158	0.050882692	1.2934299199654211	absent
EIF3A	-0.555523357	26.84713969	0.174228863	0.75887989752992	absent
YTHDF1	-0.558205195	23.73229162	0.297679049	0.526251730431806	absent
VCL	-0.560066193	21.83798546	0.153357475	0.8142950506424765	absent
ZC3H14	-0.564084324	27.66549018	0.01074157	1.9689322370252214	absent
TUBGCP3	-0.564598548	24.84048815	0.305811173	0.5145466514168215	absent
MSI1	-0.565091344	21.70970594	0.433914652	0.36259568479746906	absent
DYNC1H1	-0.565215914	29.78629212	0.002127528	2.672124715536924	absent
C17orf85	-0.565659055	22.85659511	0.335550031	0.4742427167251192	absent
MBD1	-0.568265995	23.81783791	0.09617874	1.0169209167468403	absent
NUMA1	-0.571597239	31.43204888	1.43e-5	4.844663962534939	absent
IPO8	-0.57448902	22.43460077	0.337092079	0.472251452424172	absent
NEFM	-0.581503152	27.50511363	0.140036269	0.8537594687031875	absent
NMT1	-0.581772422	22.48171545	0.237048115	0.6251634938289027	absent
PDCD7	-0.582385968	25.67995655	0.09070885	1.0423503389744904	absent
HERC2	-0.582577423	24.11359972	0.214255478	0.6690680653918909	absent
LARP4B	-0.585060167	25.5086425	0.098060219	1.0085071411695332	absent
RECQL5	-0.585493893	27.137065	0.098229446	1.0077583053049688	absent
POM121	-0.586259293	23.80144621	0.147918264	0.8299781987907758	absent
ANXA11	-0.586728093	28.11444153	0.020126137	1.696239575363693	absent
KDM3B	-0.58680587	22.0434341	0.144401142	0.8404293721241556	absent
BTAF1	-0.589542521	23.42727435	0.142481658	0.8462410398105241	absent
DOCK7	-0.591366812	29.03672449	0.001121598	2.950162773797654	absent
SLC25A1	-0.59162797600000006	25.97984534	0.351501076	0.45407334119850346	absent
CDK11A	-0.597327802	26.27882394	0.031353973	1.5037074199799259	absent
VPS51	-0.601262665	21.29199343	0.08278465	1.0820501830014202	absent
BRF1	-0.60166947	22.32405621	0.2857368	0.5440338232933936	absent
ZMYM2	-0.60857269	26.0262307	0.296600087	0.527828725918512	absent
IGF2BP3	-0.611616729	25.66196461	0.267919248	0.5719960844511275	absent
ZNF317	-0.612145944	20.92967016	0.457054473	0.34003203644331276	absent
RFX1	-0.613027102	25.76742704	0.162954847	0.7879327171623406	absent
TRIM28	-0.615041549	31.055583940000002	4.44091e-4	3.352528028199761	absent
EMSY	-0.616170245	24.0891092	0.106400427	0.9730566291521392	absent
GIGYF2	-0.62206561	23.90446261	0.321630836	0.49264232042527656	absent
DYRK1A	-0.626155303	23.67171488	0.392719165	0.40591790430469826	absent
RBMX2	-0.629311243	26.68009116	0.085880198	1.0661069629525066	absent
TNPO3	-0.630076299	23.49548043	0.133707946	0.8738427827050242	absent
ZZZ3	-0.636674633	24.51638466	0.177261493	0.7513855971340834	absent
PTPMT1	-0.637058207	23.29511633	0.084924881	1.0709650530075907	absent
KIAA0907	-0.640402713	23.71204321	0.085939393	1.0658077181140833	absent
POLE	-0.64551098	25.92394012	0.005784864	2.2377068466938774	absent
OSBPL8	-0.645818235	25.80088879	0.012224721	1.912761043823412	absent
SYNE1	-0.648592864	25.1339415	0.142929107	0.8448793196887411	absent
ARL6IP4	-0.648635708	25.52645827	0.021072994	1.6762737564989576	absent
OLA1	-0.64928155	23.70010861	0.137230767	0.8625485093264523	absent
SETD1A	-0.651730524	22.59130888	0.241176508	0.6176649972899362	absent
HELZ	-0.653316931	23.58213692	0.144990496	0.8386604644548954	absent
GJA1	-0.653643938	25.28657198	0.184506474	0.7339883906260706	absent
INTS10	-0.655026196	25.44230415	0.022305709	1.6515839678989845	absent
TBC1D10B	-0.659403486	24.69638739	0.026507131	1.576637275597577	absent
SART3	-0.661609257	23.87853462	0.284880969	0.5453365621130879	absent
FYTTD1	-0.663177318	28.02858442	0.011403972	1.9429438576779425	absent
CUL1	-0.663789914	23.4315881	0.336591365	0.47289702971775366	absent
PKP4	-0.666706298	28.92978368	5.9497e-4	3.2255049320242675	absent
LIMA1	-0.668517451	27.21520909	0.008253636	2.083354688193911	absent
SYF2	-0.668933528	22.36390018	0.101594886	0.99312815266114	absent
CLTC	-0.66906828	32.43963005	0.00322117	2.4919863543129797	absent
RAD21	-0.670271314	27.71137471	0.006471206	2.189014774920602	absent
SIPA1L2	-0.674490685	24.99059279	0.325600223	0.4873153063392359	absent
SIN3B	-0.674631375	23.93789172	0.292085313	0.5344902802172016	absent
WRNIP1	-0.674927125	22.43017881	0.195040648	0.7098748688300986	absent
LEMD3	-0.67518721	27.33240018	7.03276e-4	3.1528742030691936	absent
CACYBP	-0.675226651	28.19398367	0.002718935	2.5656011747143572	absent
CDK1	-0.675850264	26.83696848	0.015787074	1.8016983553246841	absent
CCT3	-0.67604018	27.1213246	0.085065177	1.070248189995905	absent
SRSF11	-0.676088967	27.55694032	0.007449162	2.127892580841757	absent
RBFOX2	-0.676916776	27.39896612	0.001535485	2.813754421779719	absent
MDN1	-0.677065739	32.23948695	0.00442074	2.354505026800923	absent
SPECC1L	-0.677130552	25.77828188	0.183004135	0.7375390972237001	absent
FBXO28	-0.677844103	22.62499651	0.303420072	0.517955692927985	absent
PPP1R12A	-0.678686287	28.15374251	4.39599e-4	3.356943304180703	absent
PABPN1	-0.679112542	28.55612701	7.19e-5	4.1432711096171175	absent
SUGP1	-0.679807315	24.51984584	0.071412121	1.146228067822631	absent
RAD54L2	-0.681427332	22.13620238	0.111004391	0.9546598414894488	absent
TFCP2	-0.682369904	28.08285646	0.002299234	2.638416827018127	absent
TLN1	-0.68750266	22.98121039	0.142341609	0.846668129306677	absent
ABLIM1	-0.690436964	26.55105155	0.005448668	2.263709653861479	absent
ASCC2	-0.691777681	24.77597566	0.121983738	0.9136980625023386	absent
ZC3H4	-0.693375845	27.2605439	0.005804315	2.236249026446295	absent
LMO7	-0.696921383	25.47239499	0.013626563	1.8656136715582126	absent
DTL	-0.697169169	21.9543394	0.215868679	0.6658103661152152	absent
XPO5	-0.698602472	26.28300499	0.009866189	2.0058505693045605	absent
EDC4	-0.699577344	28.93294364	0.001173572	2.9304902607790857	absent
SRRM2	-0.703302074	31.43532612	0.006577223	2.1819574331859557	absent
MRTO4	-0.704172238	23.96855617	0.30273686	0.518934697906911	absent
JUP	-0.705330573	30.72201657	3.38617e-4	3.470291242267071	absent
PLEC	-0.713657025	30.68900982	0.019260355	1.7153357123765818	absent
DDX42	-0.719195569	29.24608613	1.58308e-4	3.8004971377714627	absent
ZRANB2	-0.721891333	26.53335729	0.030579868	1.5145643935801847	absent
NSUN2	-0.723642288	24.68093389	0.064506823	1.1903943468448326	absent
MAP1S	-0.724433864	22.5700052	0.209456873	0.6789053843741341	absent
WTAP	-0.727728254	24.28772307	0.138918909	0.8572386360806843	absent
PPIA	-0.727935526	27.14530417	0.004501214	2.3466703390255725	absent
ANKHD1	-0.730907584	23.46279191	0.246588561	0.6080270737654476	absent
ZC3HC1	-0.731784474	22.45408259	0.173148276	0.7615818282693817	absent
PRDX2	-0.734342406	25.71303687	0.045674375	1.3403273867429848	absent
CREBBP	-0.736142026	24.03984222	0.070625758	1.1510368780263003	absent
DSG2	-0.740938704	29.92216967	0.001159193	2.9358442500960193	absent
KIF7	-0.757063328	25.38549185	0.235996385	0.627094649515387	absent
KRT18	-0.76056599	25.74038391	0.032548774	1.4874653651622216	absent
LBR	-0.760620264	30.29524326	9.38e-5	4.027797161620936	absent
CCNL2	-0.765971794	22.98515239	0.102514456	0.9892148885755003	absent
LPP	-0.769114377	22.12103108	0.196817822	0.7059355784361067	absent
INTS7	-0.771384456	27.91417728	0.051384236	1.2891700963407102	absent
QKI	-0.772292179	26.38346089	0.012305626	1.9098962883869859	absent
TAGLN2	-0.776214805	27.56988565	0.020316491	1.6921512998789852	absent
CEP55	-0.77798536	22.60553677	0.073812853	1.1318680080827415	absent
RPS18	-0.780491647	28.85071875	0.009342638	2.0295304784720773	absent
MRE11A	-0.781654253	23.06435032	0.065788746	1.1818483916157443	absent
RPRD2	-0.782509786	27.77874305	0.022984486	1.638565203893645	absent
CAD	-0.784366434	25.69548193	0.037981362	1.4204294656527516	absent
TKT	-0.784506357	22.73695335	0.239368234	0.6209334843133832	absent
CIT	-0.785417139	23.63454562	0.139076364	0.8567466719963854	absent
CTNNB1	-0.787455078	29.18127074	1.89005e-4	3.7235267067067195	absent
ZC3HAV1L	-0.790974452	25.22131933	0.044115376	1.3554100148838253	absent
MAGI1	-0.792053583	24.11724379	0.177668837	0.7503887404883987	absent
PPIL4	-0.795896707	27.18514516	4.49201e-4	3.3475592855940204	absent
AARS	-0.796285155	25.51679637	0.145861797	0.8360584402836708	absent
CTNND1	-0.8026486	29.75623509	0.001339634	2.873013838569464	absent
RAI14	-0.805652112	23.85828512	0.064614953	1.1896669672383797	absent
ARRB2	-0.807380174	24.01387413	0.220951377	0.6557032875090737	absent
PFN1	-0.811586453	27.2376906	0.00663814	2.1779535924537323	absent
CTTN	-0.812481293	28.36128952	5.62e-5	4.250263684430939	absent
GNAS	-0.813960986	25.72028635	0.197198365	0.7050966901778783	absent
BUD13	-0.820337117	24.17243173	0.207855433	0.6822386192641754	absent
FAF2	-0.824997421	22.05466475	0.197273155	0.7049320096722199	absent
CSTF2T	-0.825682657	22.9466409	0.107099086	0.9702142354879413	absent
TP53BP2	-0.82598301	23.54718533	0.103951796	0.9831680028582321	absent
ARVCF	-0.833822963	23.32397289	0.032459016	1.4886646500134115	absent
TXNL4A	-0.836032837	24.08980332	0.19628855	0.7071050331399282	absent
IMPDH2	-0.838114648	23.29337705	0.180468778	0.7435979223742823	absent
POLR3B	-0.844600499	25.29350076	0.04633471	1.334093550799637	absent
RBM17	-0.847231614	27.91219295	9.2521e-4	3.033759681866238	absent
MAPRE1	-0.849678714	26.55388667	0.010664899	1.9720432531025387	absent
POMGNT2	-0.850162864	22.5808354	0.160695427	0.7939964820227429	absent
SEC23A	-0.852050726	23.12341834	0.136267405	0.8656080144626946	absent
SEC31A	-0.852225868	24.14294187	0.051831752	1.2854041110317291	absent
CAMK2D	-0.853010096	24.12629177	0.161231513	0.7925500705678291	absent
PUM2	-0.854709427	25.2757646	0.177262674	0.7513827036682446	absent
PEAK1	-0.861370835	23.41314323	0.173252907	0.761319469654296	absent
AKAP2	-0.864992876	22.85292525	0.059701207	1.2240168884997646	absent
ITPR2	-0.865400116	25.83035078	0.033838486	1.470589076382269	absent
MTDH	-0.865882191	23.21674409	0.139457857	0.8555570127308818	absent
CAPZB	-0.868495164	24.28292935	0.056928338	1.2446714950566258	absent
MYO5C	-0.869141857	23.81400644	0.113266632	0.9458980131078629	absent
PLEKHA7	-0.87111634	24.38989828	0.135033403	0.8695587874740567	absent
EIF5A	-0.872941368	28.51156226	0.00174248	2.75883219798719	absent
NCOR1	-0.874211271	22.62022406	0.143507289	0.843126039751699	absent
ZC3H7A	-0.874358511	23.56937952	0.124162759	0.9060086455932743	absent
NEK9	-0.874864298	22.96627406	0.213046089	0.6715264339643916	absent
CLTA	-0.877669597	24.00107178	0.077324243	1.1116843230225792	absent
EIF4B	-0.888479783	27.84143797	0.001097395	2.9596370228873026	absent
ASNS	-0.890148731	25.11718417	0.032895474	1.4828638513521797	absent
MLLT4	-0.894508179	28.78732546	7.08e-5	4.149966742310231	absent
CFL1	-0.895100188	25.72756828	0.032490442	1.4882443804723364	absent
RSRC2	-0.896374568	22.67544165	0.315672133	0.5007637551952228	absent
TCAF1	-0.90502631	23.41858945	0.033887259	1.4699635580235515	absent
SIPA1L1	-0.906428394	24.95085411	0.114588995	0.9408570895263134	absent
SUB1	-0.910477182	22.96221899	0.069962096	1.1551371879355232	absent
RRAS2	-0.910510661	22.45683881	0.216527674	0.6644865893918268	absent
VDAC1	-0.913613018	23.41108135	0.098309144	1.0074060853819917	absent
FLYWCH1	-0.916194969	22.61218297	0.132377098	0.878187143843078	absent
CEP170	-0.921137253	23.44352544	0.071736712	1.1442585327754795	absent
KIAA1671	-0.921545405	27.30857077	0.001524675	2.8168227207426852	absent
WDR48	-0.922253381	22.83098615	0.289778651	0.5379336136696299	absent
PRCC	-0.925784276	23.65478358	0.066758748	1.1754918167170263	absent
SREK1	-0.931816415	22.58345263	0.11038538	0.9570884429635163	absent
THYN1	-0.932536444	22.85276762	0.111112407	0.9542374442923198	absent
MAGED1	-0.936434589	21.58451158	0.22792694	0.6422043400154284	absent
ZNF768	-0.950111702	27.51488593	0.001296475	2.8872358533386935	absent
WDHD1	-0.950781502	23.91997556	0.028070037	1.5517570149079463	absent
TRIM24	-0.953277981	26.75219917	0.001360748	2.8662222953277006	absent
CASC3	-0.956373499	23.77182748	0.122173998	0.9130212141156722	absent
ABCC1	-0.960691622	22.79722799	0.095509603	1.0199529601414892	absent
DCP2	-0.961593427	22.43709302	0.072434091	1.1400569856186753	absent
DLG1	-0.965293153	25.21183246	0.019881943	1.701541175625609	absent
SETD2	-0.967165016	27.44043906	0.001591915	2.7980801250509124	absent
TNPO1	-0.973826736	27.65429627	1.38e-5	4.860120913598763	absent
ANK3	-0.976624882	27.14701681	0.033828738	1.4707142035084795	absent
TELO2	-0.978489983	24.44921174	0.063699925	1.1958610790006827	absent
EXOC6	-0.989739295	23.48659735	0.042892639	1.3676172326632439	absent
PDLIM5	-0.990685118	26.1766899	4.2362e-4	3.3730235441155556	absent
KIDINS220	-0.994435157	27.90843047	6.09122e-4	3.215295714558573	absent
INADL	-0.99523657	23.51855343	0.137533741	0.8615907437791749	absent
PPIB	-0.996119666	25.0321919	0.179876558	0.7450254313993413	absent
SAP30BP	-1.011277289	22.70861627	0.05446884	1.2638518736154924	absent
LANCL1	-1.014601749	25.70800412	0.015420523	1.8119008965728545	absent
DIAPH3	-1.024487807	25.15953243	0.026168642	1.5822188141277547	absent
SAMD1	-1.030885596	24.18539914	0.028934364	1.5385860593286402	absent
HIP1R	-1.032336518	23.78043851	0.098819194	1.005158692672669	absent
RBMS1	-1.039600597	25.35174999	0.001129272	2.947201439942541	absent
NRM	-1.041783385	24.52451804	0.137911987	0.8603979842831351	absent
NF1	-1.04496089	24.56403138	0.031932677	1.4957646718897901	absent
APOBEC3C	-1.051539021	25.17013502	0.059881707	1.2227058280665586	absent
CLK3	-1.068452801	25.13076977	0.107698675	0.9677896397264222	absent
NPAT	-1.072268239	24.19621919	0.105635579	0.9761897829297258	absent
HIRIP3	-1.075588959	24.53863429	0.081818002	1.0871511302027104	absent
DBN1	-1.076832155	28.05341802	3.12112e-4	3.505689533373771	absent
FERMT2	-1.077981078	23.29834071	0.110558235	0.9564089031815187	absent
YWHAE	-1.081659863	27.10805703	0.008699288	2.0605162910968815	absent
CCAR2	-1.083137301	27.46454186	3.38e-5	4.471083299722345	absent
ACTN1	-1.087838408	26.15236802	1.11145e-4	3.95411006981836	absent
PTPN13	-1.098653167	27.34315573	1.14898e-4	3.9396875308985155	absent
ORC2	-1.104189493	24.59646384	0.005721684	2.2424761312993526	absent
FHL1	-1.105087133	24.92871987	0.139198279	0.8563661341609722	absent
SYMPK	-1.110133007	29.38418616	0.001456786	2.8366042408484757	absent
PPFIBP1	-1.123217335	22.66978606	0.044454155	1.3520876405601496	absent
ZFP91	-1.126553087	25.10354293	0.024913402	1.6035669641958754	absent
PCNT	-1.133511309	26.30919392	0.017135583	1.7661011150814603	absent
FKBP8	-1.153853482	22.67247864	0.006488095	2.1878827997226518	absent
RGPD8	-1.153919388	26.10413298	0.026603115	1.575067508176989	absent
ACACA	-1.156395704	23.43370865	0.067653197	1.169711675686428	absent
KPNA4	-1.15784157	24.30879533	0.013892362	1.8572239085923348	absent
RBM24	-1.158878938	23.54830064	0.099211597	1.0034375595118277	absent
CTBP1	-1.161282656	24.11374091	0.021420162	1.6691772489364685	absent
FARP1	-1.16221182	26.66636512	0.009539829	2.020459409889405	absent
TRIM25	-1.169049953	24.26704618	0.038581317	1.4136229514959102	absent
VCP	-1.170227156	26.14820934	0.00102178	2.990642602314007	absent
ARFGAP2	-1.174403907	22.30195084	0.121111689	0.9168139392416265	absent
SEC24A	-1.181800884	23.0280269	0.044691631	1.349773795678091	absent
L3MBTL3	-1.185271559	22.92733967	0.044622802	1.350443162538705	absent
TRIM33	-1.194182276	26.95815685	7.39e-5	4.131355561605174	absent
FARP2	-1.2154125	25.63299809	0.031490711	1.5018175337143378	absent
SFSWAP	-1.219480426	26.72628864	0.046814707	1.3296176903967134	absent
RNGTT	-1.227037732	23.65439102	0.117567146	0.9297140243853402	absent
IST1	-1.229199675	24.54675841	0.148370675	0.8286519275218376	absent
PHLDB2	-1.236398387	24.08539676	0.009024764	2.0445641461910395	absent
CDK12	-1.243644593	27.9369327	4.19874e-4	3.3768810174938317	absent
TNPO2	-1.246382277	24.54388228	0.033745613	1.4717826783508814	absent
TOR1AIP1	-1.254936426	24.15778096	0.065870981	1.1813058686715232	absent
RIPK1	-1.25610947	21.7328506	0.033034149	1.4810368766675155	absent
RALA	-1.256302776	22.77938913	0.088430675	1.0533970599599158	absent
SIPA1L3	-1.26533078	24.98004405	0.030788157	1.511616307481539	absent
STAT3	-1.265698335	22.46069949	0.119201917	0.923716760234815	absent
